ID,y
1,88.04418182373047
2,103.11371612548828
3,78.59481048583984
4,78.27452087402344
5,111.56271362304687
8,93.62120819091797
10,115.49402618408203
11,94.42790985107422
12,118.53515625
14,94.60978698730469
15,118.53515625
16,105.89317321777344
17,105.73621368408203
19,94.68511199951172
20,106.52027130126953
21,106.80806732177734
22,126.49803161621094
23,106.80806732177734
26,97.09114074707031
28,94.36277770996094
29,98.41063690185547
33,95.6468276977539
35,95.5887222290039
41,95.6468276977539
42,93.536834716796875
43,116.12187957763672
45,103.21781158447266
46,104.70272827148437
51,94.12567138671875
53,78.45269012451172
55,112.74544525146484
56,94.1042709350586
57,103.35392761230469
58,94.69358825683594
59,103.07049560546875
63,112.12847137451172
64,94.4240493774414
65,104.06839752197266
69,94.53905487060547
71,94.64710235595703
72,103.6443862915039
73,93.961090087890625
76,103.07049560546875
77,103.51085662841797
78,115.52745819091797
82,94.1680679321289
83,104.06839752197266
84,94.46028900146484
85,103.60437774658203
87,112.44498443603516
88,93.95475769042969
89,112.82316589355469
91,93.96220397949219
93,94.58934020996094
94,103.26298522949219
95,93.49327087402344
96,113.8243179321289
97,92.92436981201172
98,112.40154266357422
99,94.0651626586914
101,103.77098083496094
103,112.82316589355469
104,94.30595397949219
105,112.2097396850586
110,95.261993408203125
111,112.10694122314453
113,112.5528564453125
114,94.283966064453125
115,113.11772155761719
117,112.82316589355469
120,95.16133880615234
121,113.62896728515625
122,93.0059814453125
123,112.56816101074219
126,112.38990020751953
132,113.04060363769531
135,103.68919372558594
137,103.71630096435547
138,94.169097900390625
140,94.1042709350586
142,112.39302825927734
144,112.51995849609375
148,93.02534484863281
149,112.45806121826172
155,93.34293365478516
156,112.44498443603516
157,92.92436981201172
162,112.39641571044922
163,94.57965850830078
167,94.410919189453125
172,116.12187957763672
179,114.21416473388672
180,93.0938491821289
181,111.96397399902344
182,94.7787857055664
183,112.82316589355469
185,112.82316589355469
187,112.3821029663086
188,94.1680679321289
189,94.1074447631836
191,93.978485107421875
192,112.5615463256836
193,94.48591613769531
194,112.21127319335937
195,93.85176849365234
196,112.82316589355469
198,95.93456268310547
199,112.40689849853516
201,103.6991195678711
204,94.169097900390625
205,103.96647644042969
206,94.48591613769531
210,94.27552795410156
211,103.77098083496094
216,112.47474670410156
219,116.09906005859375
220,94.7433853149414
221,111.96397399902344
226,111.96397399902344
227,95.21468353271484
228,112.44834899902344
230,112.64700317382812
231,92.92436981201172
235,116.17903900146484
236,94.32660675048828
238,112.44834899902344
242,103.35905456542969
243,93.96220397949219
244,79.02657318115234
245,111.74078369140625
247,113.65042877197266
248,93.184478759765625
249,93.77739715576172
250,112.36023712158203
251,94.32660675048828
253,116.17903900146484
254,93.86131286621094
256,94.2262191772461
257,93.02021789550781
258,112.43885803222656
259,94.0651626586914
262,78.97069549560547
266,93.9278564453125
267,112.3338394165039
272,103.56952667236328
273,112.82316589355469
275,93.40138244628906
276,112.75885772705078
279,94.250579833984375
280,104.06839752197266
283,93.78413391113281
285,112.44834899902344
288,112.82316589355469
289,96.06462860107422
290,103.71908569335937
291,94.18004608154297
292,112.19995880126953
293,111.91964721679687
296,93.07477569580078
297,112.3204345703125
298,115.52745819091797
299,94.1680679321289
304,93.88243865966797
305,91.11551666259766
306,94.298583984375
307,111.96397399902344
311,110.16627502441406
313,111.96397399902344
